diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Bangladesh,2016,Both sexes",28.5,24.5,32.58
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Bangladesh,2016,Male",27.28,23.47,31.39
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Bangladesh,2016,Female",29.75,25.53,34.13
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Bangladesh,2016,Both sexes",24.63,18.59,29.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Bangladesh,2016,Male",27.19,16.86,35.01
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Bangladesh,2016,Female",22.02,18.14,25.05
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Both sexes",57.05,46.09,68.77
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Male",59.99,49.68,71.46
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Female",54.36,42.57,66.98
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Both sexes",19.33,11.37,28.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Male",19.24,11.28,28.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Female",19.41,11.46,28.32
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Both sexes",2.02,1.1,3.06
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Male",2.32,1.27,3.53
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Female",1.74,0.95,2.62
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Both sexes",18.33,13.55,23.01
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Male",19.97,15.41,24.38
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Female",16.82,11.77,21.94
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Both sexes",13.36,8.83,20.87
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Male",13.35,9.59,18.84
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Female",13.37,7.89,22.94
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Both sexes",4,2.16,6.28
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Male",5.09,2.73,8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Barbados,2016,Female",3,1.63,4.69
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Both sexes",109.6,85.55,138.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Male",120.8,99.24,148.2
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Female",99.78,71.64,135.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Both sexes",1.67,0.86,2.63
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Male",2.55,1.32,4.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Female",0.9,0.46,1.42
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Both sexes",4.16,2.13,7.29
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Male",7.68,3.92,13.37
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Female",1.09,0.55,1.97
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Both sexes",82.97,60.93,109.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Male",88.36,68.53,110.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Female",78.27,51.67,108.8
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Both sexes",16.99,11.78,25.61
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Male",16.23,12.07,22.1
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Female",17.64,10.87,29.44
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Both sexes",3.79,1.85,6.16
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Male",5.99,2.91,9.83
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belarus,2016,Female",1.88,0.94,3.02
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",39.36,29.8,50.62
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",42.08,32.53,53.22
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",36.72,27.08,49.47
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",6.31,2.35,11.53
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",5.79,2.16,10.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",6.81,2.54,12.45
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",4.65,2.27,7.74
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",6.63,3.24,11.05
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",2.72,1.33,4.53
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",14.65,9.49,20.28
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",15.67,10.95,20.42
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",13.66,7.8,20.41
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",5.54,2.58,11.97
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",4.61,2.55,8.91
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",6.44,2.65,15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",8.22,3.27,14.48
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",9.38,3.73,16.54
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",7.09,2.82,12.49
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",35.15,29.12,41.68
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Male",42.39,35.09,50.42
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Female",27.95,22.93,33.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",9,6.5,11.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Male",9.96,7.1,13.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Female",8.04,5.82,10.64
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",2.32,1.43,3.4
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Male",3.55,2.13,5.3
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Female",1.1,0.69,1.57
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",14.15,11.09,17.12
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Male",17.3,13.64,20.91
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Female",11.03,8.56,13.52
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",6.03,4.55,7.74
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Male",6.73,5.07,8.53
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Female",5.34,3.91,6.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",3.54,2.17,5.1
